0,  , 0-emit, 1514811070284,  
1,  , 0-emit, 1514811072245,  
3,  , 0-emit, 1514811072268, 1
3,  , 0-emit, 1514811072276, 2
3,  , 0-emit, 1514811072277, 3
3,  , 0-emit, 1514811072561, 4
3,  , 0-emit, 1514811072574, 5
3,  , 0-emit, 1514811072988, 6
3,  , 0-emit, 1514811074973, 7
3,  , 0-emit, 1514811076109, 8
4,  , 0-emit, 1514811076109,  
0, 0, 1-value, 1514811070356,  
1, 0, 1-value, 1514811070356,  
2, 0, 1-value, 1514811072270, 1
3, 0, 1-value, 1514811072574, 1
2, 0, 1-value, 1514811072574, 4
3, 0, 1-value, 1514811072962, 4
2, 0, 1-value, 1514811072962, 5
3, 0, 1-value, 1514811076103, 5
2, 0, 1-value, 1514811076103, 7
3, 0, 1-value, 1514811079224, 7
4, 0, 1-value, 1514811079224,  
0, 1, 1-value, 1514811070363,  
1, 1, 1-value, 1514811070363,  
2, 1, 1-value, 1514811072276, 2
3, 1, 1-value, 1514811072560, 2
2, 1, 1-value, 1514811072561, 3
3, 1, 1-value, 1514811074965, 3
2, 1, 1-value, 1514811074965, 6
3, 1, 1-value, 1514811078486, 6
2, 1, 1-value, 1514811078486, 8
3, 1, 1-value, 1514811079652, 8
4, 1, 1-value, 1514811079652,  
0, 1, 2-indeces, 1514811070361,  
1, 1, 2-indeces, 1514811070362,  
2, 1, 2-indeces, 1514811072560, 2
3, 1, 2-indeces, 1514811074963, 2
2, 1, 2-indeces, 1514811074964, 3
3, 1, 2-indeces, 1514811078486, 3
2, 1, 2-indeces, 1514811078486, 6
3, 1, 2-indeces, 1514811079651, 6
2, 1, 2-indeces, 1514811079651, 8
3, 1, 2-indeces, 1514811084471, 8
4, 1, 2-indeces, 1514811084471,  
0, 0, 2-indeces, 1514811070333,  
1, 0, 2-indeces, 1514811070336,  
2, 0, 2-indeces, 1514811072574, 1
3, 0, 2-indeces, 1514811072961, 1
2, 0, 2-indeces, 1514811072962, 4
3, 0, 2-indeces, 1514811076103, 4
2, 0, 2-indeces, 1514811076103, 5
3, 0, 2-indeces, 1514811079224, 5
2, 0, 2-indeces, 1514811079224, 7
3, 0, 2-indeces, 1514811084693, 7
4, 0, 2-indeces, 1514811084693,  
0, 1, 3-words, 1514811070363,  
1, 1, 3-words, 1514811070363,  
2, 1, 3-words, 1514811074925, 2
3, 1, 3-words, 1514811078486, 2
2, 1, 3-words, 1514811078486, 3
3, 1, 3-words, 1514811079651, 3
2, 1, 3-words, 1514811079651, 6
3, 1, 3-words, 1514811084470, 6
2, 1, 3-words, 1514811084471, 8
3, 1, 3-words, 1514811089489, 8
4, 1, 3-words, 1514811089489,  
0, 0, 3-words, 1514811070355,  
1, 0, 3-words, 1514811070355,  
2, 0, 3-words, 1514811072961, 1
3, 0, 3-words, 1514811076102, 1
2, 0, 3-words, 1514811076103, 4
3, 0, 3-words, 1514811079223, 4
2, 0, 3-words, 1514811079224, 5
3, 0, 3-words, 1514811084693, 5
2, 0, 3-words, 1514811084693, 7
3, 0, 3-words, 1514811089621, 7
4, 0, 3-words, 1514811089622,  
0, 1, 3-words, 1514811070363,  
1, 1, 3-words, 1514811070363,  
2, 1, 3-words, 1514811074925, 2
3, 1, 3-words, 1514811078486, 2
2, 1, 3-words, 1514811078486, 3
3, 1, 3-words, 1514811079651, 3
2, 1, 3-words, 1514811079651, 6
3, 1, 3-words, 1514811084470, 6
2, 1, 3-words, 1514811084471, 8
3, 1, 3-words, 1514811089489, 8
4, 1, 3-words, 1514811089489,  
