-1.6981258716709023E13, 9.25394032358406E12, -2.950056505194745, 0.42181850832743306, 1.98892E36 
-9.2248960207987904E16, -1.62156792448172768E17, -23333.093708340744, 13099.429022679453, 5.838197563362931E30 
-2.6197854719581504E16, -4.067830616305718E15, -20323.491858042522, 60580.06874899766, 8.023673693009321E29 
-8.2914420657378736E16, -5.6524935435187992E16, 19224.292467786567, -30600.869879233436, 1.76882738588902E31 
-1.372003959754303E16, -4.2029537753457126E17, 17760.454868989713, -576.7663059762353, 7.519723239121146E29 
-1.2550752070055024E17, 2.2424425936359316E16, 4973.406496710616, 32011.468724760794, 1.7586025843574499E31 
-7.7103726367152064E16, 5.5393582258250752E16, 20667.081418346294, 30786.96002237039, 1.7102509807129922E30 
-1.13955240339808784E17, 1.38078528459981344E17, -21196.372663990744, -17257.603463079988, 3.0968668815412434E30 
-1.16285400454720512E17, -3.603804179786924E16, -10632.011719397715, 31372.49521527379, 1.9362942078780281E31 
-2.05724436000968864E17, -6.9966380432253336E16, 7919.072665333779, -23478.671288353813, 1.23931126501304E31 
2.5492726820214672E17, -1.9975438481033952E17, -12492.196130367638, -15948.331970829384, 8.206328222341536E30 
-7.3073937039576016E16, -1.41472170342426208E17, 25624.539668185153, -13583.134614414534, 9.941139689589899E30 
-6.9253316257749208E16, -2.8196207389589844E16, -15885.59406786449, 38689.91634050856, 4.6218806975044444E30 
3.4773832878606291E17, 6.544613491301444E16, -3583.130154154664, 19043.306413715523, 8.081833626560886E30 
-7.000955017011096E16, 7.0636284641528998E17, -7946.3883298026185, 64355.51060676894, 1.4509055846284792E30 
3.7190020560307942E17, 2.13408776401320096E17, -8761.241223493249, 15261.252618721033, 2.4835425996748412E30 
5.579399786302992E15, -3.2096048712172708E16, 59519.77320673806, 5289.578217566515, 1.2291811918807843E31 
-1.62100485024330944E17, 2.2900242092421716E16, -4277.126396612772, -28274.817821342873, 4.7920121224585416E30 
2.18340541733473312E17, -2.75543407407769824E17, 15236.752395547717, 12074.923354954019, 1.1590694301140537E31 
-2.1093560541985056E17, -1.26376410263739936E17, -12333.720372332013, 19872.824531578397, 1.8891067650789336E31 
5.0154928798510592E16, -1.0238253921243132E16, 12207.126512846473, 47864.82272384893, 9.590753734042681E30 
-1.31406717334522E14, -3.2045486411475828E16, 61890.84116152296, -13405.243413715012, 5.870756133678438E30 
-1.932350416363583E15, 6.0981480013461944E16, -47414.41664383773, -443.7127676357941, 1.6691608065579896E31 
2.67016856615288416E17, 2.4470817895570872E16, -2012.9875988800588, 22188.873942410533, 7.222280815634372E30 
-1.1963188264850672E17, 5.6662081235513704E16, 12998.634998642301, 29039.77060535205, 3.756794672442361E30 
1.95255775266866048E17, 1.950196292716174E16, 2703.065926686685, -25949.127292011202, 1.9062419342264022E31 
-1.00918994969347392E17, 3.7417861255581008E16, 11121.641477109779, 33278.30029538036, 1.0597234133310698E31 
3.5085953100265312E17, -2.9026606844536742E17, -10886.730080112684, -13153.709354332183, 1.8777422912730953E31 
-9.9383530870164864E16, -2.70817777956822592E17, -20162.699520052134, 7391.439087577003, 1.745222733691156E31 
8.178480071367965E15, 5.2563923109151928E16, -47973.05244112943, 11982.639243811445, 6.098138986363317E30 
-2.4494942518692808E16, 3.48285078458345E16, -46084.70872247121, -32156.32056955204, 6.510784238583585E29 
-1.69747226485253408E17, -2.0377423808906208E17, 17203.666126426626, -14349.556668796995, 1.2191468961532175E31 
-7.8167772688256512E16, 2.113097698124562E16, -10951.84858993912, -38492.14482246897, 1.7490552114316193E31 
